Product Name,Current Price,Reviewer,Rating,Comment,Time Used
Laptop Dell Inspiron 14 7430 2-in-1 i7 1355U/16GB/512GB/Touch/Pen/OfficeHS/Win11 (i7U165W11SLU),27.990.000₫,Lan Anh,5,"Đẹp, chạy ổn",Đã dùng khoảng 3 tháng
Laptop Dell Inspiron 14 7430 2-in-1 i7 1355U/16GB/512GB/Touch/Pen/OfficeHS/Win11 (i7U165W11SLU),27.990.000₫,Bùi Hoàng Vũ,3,"mình có mua một chiếc như vậy vào khoảng 10 ngày trước nhưng giá bị chênh so với niêm yết ở trang là 2tr, và mình cũng tham khảo ở nhiều của hàng khác như fpt thì thấy giá chênh khá nhiều",Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 14 7430 2-in-1 i7 1355U/16GB/512GB/Touch/Pen/OfficeHS/Win11 (i7U165W11SLU),27.990.000₫,Bé Thuỷ Tiên,5,Rất tốt,Đã dùng khoảng 1 tuần
Laptop Dell Inspiron 14 7430 2-in-1 i7 1355U/16GB/512GB/Touch/Pen/OfficeHS/Win11 (i7U165W11SLU),27.990.000₫,Hưng,5,,Đã dùng khoảng 3 tháng
Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),14.290.000₫,Lâm,2,Vừa mua xong thì có khuyến mãi game.,Đã dùng khoảng 2 tuần
Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),14.290.000₫,Bùi đăng thuần,5,"Hôm nay mới ngày thứ 5 rước em về, đối với kỹ sư công trình thì deocj bản vẽ kiến trúc kết cấu con này rất mượt, máy mượt trơn tru chưa thấy vấn đề gì, cảm boeens vân tay nhậy. Cấu hình thế hệ 12 hậu tố H cho đồ hoạ ok, giá cả quá hợp lý, mỏng nhẹ dễ mang cầm thuyết trình.",Đã dùng khoảng 3 ngày
Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),14.290.000₫,H GIƯƠNG MLÔ,4,"Laptop sài ổn, chạy mượt không bị đơ, nhưng mà với một người làm việc vs laptop ở cường độ cao như mình thì pin lại ở dạng không trâu, và pin của máy chỉ kéo dài được khoảng 45tiếng ý",Đã dùng khoảng 1 tuần
Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),14.290.000₫,Trương Thế Học,5,Hàng tốt trong tầm giá.,Đã dùng khoảng 2 tuần
Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),14.290.000₫,Như,4,"sử dụng được hơn 1 tuần thấy máy tạm ổn, chơi được game nhẹ như LOL , bắt wifi ổn , mở nhiều tap vẫn chạy mượt .",Đã dùng khoảng 1 tuần
Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),14.290.000₫,Khoa Hy,5,Tuyệt vời,Đã dùng khoảng 1 tháng
Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),14.290.000₫,Chị Tiên,3,Mình k biết sao để liên hệ về lỗi này. Nguyên nhân là sao ạ. Hình như máy bắt sóng WF yếu. Và có bị xung đột gì k. Giờ mình cần liên hệ đến sđt nào ạ,Đã dùng khoảng 2 tuần
Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),14.290.000₫,Nguyễn Toàn,5,Ok,Đã dùng khoảng 3 tuần
Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),14.290.000₫,Tuấn Anh,5,Tốt,Đã dùng khoảng 1 tuần
Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),14.290.000₫,Ba,5,sau 3 ngày sử dụng thì cảm thấy ổn . Màn hình hơi run khi ngồi dưới quạt sài,Đã dùng khoảng 1 ngày
Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),14.290.000₫,Liêm,4,,Đã dùng khoảng 1 tuần
Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),14.290.000₫,Nguyễn Thị Kiều Oanh,4,,Đã dùng khoảng 3 tuần
Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),14.290.000₫,Trần Thị Anh Thư,4,,Đã dùng khoảng 1 tuần
Laptop Lenovo Ideapad Slim 3 15IAH8 i5 12450H/16GB/512GB/Win11 (83ER000EVN),14.290.000₫,Anh Tuan,5,,Đã dùng khoảng 1 tuần
Laptop Lenovo LOQ Gaming 15IAX9 i5 12450HX/16GB/512GB/6GB RTX3050/144Hz/Win11 (83GS000JVN),21.690.000₫,Hoàng Triết,3,Sao laptop lenovo loq mình mới mua dù sạc đầy 100% pin và cắm sạc nhưng chơi game vẫn tụt % pin vậy,Đã dùng khoảng 6 ngày
Laptop Lenovo LOQ Gaming 15IAX9 i5 12450HX/16GB/512GB/6GB RTX3050/144Hz/Win11 (83GS000JVN),21.690.000₫,Lê Đình Hiếu,5,"Cấu hình ổn, tản nhiệt tốt.",Đã dùng khoảng 2 ngày
Laptop Lenovo LOQ Gaming 15IAX9 i5 12450HX/16GB/512GB/6GB RTX3050/144Hz/Win11 (83GS000JVN),21.690.000₫,NGUYEN TAN DAT,3,mình mua dc 2 tuần cứ đôi lúc là liệt một vài nút,Đã dùng khoảng 1 tuần
Laptop Lenovo LOQ Gaming 15IAX9 i5 12450HX/16GB/512GB/6GB RTX3050/144Hz/Win11 (83GS000JVN),21.690.000₫,Phúc,5,"Laptop chất lượng cao, giá hợp lý, hiệu năng mạnh, tản nhiệt tốt, chơi game chỉ 60 độ khi GPU 100%.",Đã dùng khoảng 1 tuần
Laptop Lenovo LOQ Gaming 15IAX9 i5 12450HX/16GB/512GB/6GB RTX3050/144Hz/Win11 (83GS000JVN),21.690.000₫,ĐỖ NGUYÊN LỘC,5,"Rất ok. Cấu hình, chất lượng như quảng cáo",Đã dùng khoảng 4 tuần
Laptop Lenovo LOQ Gaming 15IAX9 i5 12450HX/16GB/512GB/6GB RTX3050/144Hz/Win11 (83GS000JVN),21.690.000₫,Nguyên,3,Vỏ laptop dễ bị xước đen. làm cách nào để khắc phục,Đã dùng khoảng 1 tháng
Laptop Lenovo LOQ Gaming 15IAX9 i5 12450HX/16GB/512GB/6GB RTX3050/144Hz/Win11 (83GS000JVN),21.690.000₫,Linh,3,mới mua sao không sử dụng được chuột cảm ứng nhỉ,Đã dùng khoảng 1 ngày
Laptop Lenovo LOQ Gaming 15IAX9 i5 12450HX/16GB/512GB/6GB RTX3050/144Hz/Win11 (83GS000JVN),21.690.000₫,Nguyễn Đăng Định,5,,Đã dùng khoảng 2 tháng
Laptop Lenovo LOQ Gaming 15IAX9 i5 12450HX/16GB/512GB/6GB RTX3050/144Hz/Win11 (83GS000JVN),21.690.000₫,Em Đạt,5,,Đã dùng khoảng 3 tuần
Laptop Lenovo LOQ Gaming 15IAX9 i5 12450HX/16GB/512GB/6GB RTX3050/144Hz/Win11 (83GS000JVN),21.690.000₫,Hiên Anh,5,,Đã dùng khoảng 1 tháng
Laptop Lenovo LOQ Gaming 15IAX9 i5 12450HX/16GB/512GB/6GB RTX3050/144Hz/Win11 (83GS000JVN),21.690.000₫,Công,5,,Đã dùng khoảng 1 tuần
Laptop Lenovo Ideapad Slim 5 14IAH8 i5 12450H/16GB/1TB/Win11 (83BF003WVN),16.690.000₫,MAI HỮU BẰNG,5,"Giá rẻ tốt, máy chạy siêu êm, hôm mình mua có chuwong trình cho tân sinh viên nên được giảm rất nhiều",Đã dùng khoảng 3 tuần
Laptop Lenovo Ideapad Slim 5 14IAH8 i5 12450H/16GB/1TB/Win11 (83BF003WVN),16.690.000₫,Phan Thanh Hồng,5,"Máy ngon, giá rẻ. Trải nghiệm tốt. Nhân viên tư vấn chuyên nghiệp",Đã dùng khoảng 1 ngày
Laptop Lenovo Ideapad Slim 5 14IAH8 i5 12450H/16GB/1TB/Win11 (83BF003WVN),16.690.000₫,Trịnh quốc huy,3,"Mới mua đc 2 ngày thì giá máy lại giảm 500k, mất giá nhanh giữ vậy sao",Đã dùng khoảng 2 ngày
Laptop Lenovo Ideapad 1 15ALC7 R7 5700U/16GB/512GB/Win11 (82R400C1VN),12.790.000₫,Hồng Anh,5,rất tuyệt vời,Đã dùng khoảng 5 ngày
Laptop Lenovo Ideapad 1 15ALC7 R7 5700U/16GB/512GB/Win11 (82R400C1VN),12.790.000₫,Nam,5,tốt,Đã dùng khoảng 3 ngày
Laptop Lenovo Ideapad 1 15ALC7 R7 5700U/16GB/512GB/Win11 (82R400C1VN),12.790.000₫,Lê Xuân Quỳnh,5,Dùng ok,Đã dùng khoảng 1 tuần
Laptop Lenovo Ideapad 1 15ALC7 R7 5700U/16GB/512GB/Win11 (82R400C1VN),12.790.000₫,TRAN,4,Máy xài ổn,Đã dùng khoảng 1 tuần
Laptop Lenovo Ideapad 1 15ALC7 R7 5700U/16GB/512GB/Win11 (82R400C1VN),12.790.000₫,Anh Hiệp,5,,Đã dùng khoảng 2 tháng
N/A,N/A,Phạm Văn Điều,1,"Mua 5 ngày lỗ 2,4tr phần mềm ko đủ",Đã dùng khoảng 6 ngày
N/A,N/A,ĐỖ THẠCH,5,,Đã dùng khoảng 1 tuần
N/A,N/A,Bình,5,,Đã dùng khoảng 1 tuần
N/A,N/A,Vũ,5,,Đã dùng khoảng 1 ngày
N/A,N/A,Vương Thanh Sơn,5,"Tác vụ văn phòng ổn áp, pin đủ dùng",Đã dùng khoảng 2 tuần
N/A,N/A,Hoà An,5,"Huện tại thì thấy máy mượt, các chức năng nhạy, bàn ohims cũng tốt. Tuy nhiên, khoảng cách bàn phím số hơi nhỏ so với dòng máy Dell, ai cần nhập luêuj nhiều thì cân nhắc, như mình phải mua thêm bàn phím rời.",Đã dùng khoảng 1 tháng
N/A,N/A,Tuyền,3,Mình mua không kiểm tra kĩ bị cấn nhẹ,Đã dùng khoảng 1 tuần
N/A,N/A,Nguyễn Quang Huy,5,E mua máy được 2tháng h e muốn đổi máy thì bên tgdd có thu lại k ạ,Đã dùng khoảng 2 tháng
N/A,N/A,Tùng,5,Dùng được 10 tháng máy mượt nhưng lỗi sạc có được bảo hành ko,Đã dùng khoảng 5 tháng
N/A,N/A,Nhan Văn,5,"Nhân viên TGDĐ 233 Nơ Trang Long Phục vụ kém, được chuyển qua bên TGDĐ 153B Phan Đăng Lưu được phục vụ rất nhiệt tình từ bán hàng cho đến quản lý. Tư vấn sản phẩm rất có tâm luôn, giải thích dễ hiểu, máy xài ngon mượt chưa xảy ra lỗi gì sau 2 tháng xài",Đã dùng khoảng 1 tháng
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Nguyễn Thị Kiều Loan,3,"mình vừa mua chiều nay, khi mở cùng lúc tab google meet đã tắt mic và tắt cam và youtube thì bên youtube không thể nghe nhạc được, âm thanh tệ hơn lúc bình thường và bị mất tiếng nhạc nền, chỉ nghe được tiếng hát nhưng cũng bị rè. Mong được hỗ trợ ạ",Đã dùng khoảng 1 ngày
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Hoàng Văn Lộc,3,"Máy dùng ok, nhưng cắm sạc phải xoay ngược xoay xuôi mới nhận. Cho mình hỏi máy này lấy cục sạc type C sạc được không và nên mua cục sạc type C có thông số như thế nào",Đã dùng khoảng 2 tháng
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Lê Văn Phúc,4,máy rất ổn nhưng cũng một số trục trặc,Đã dùng khoảng 3 tháng
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Lê Văn Dũng,2,"mặt kê tay và phần mặt bàn phím bị trầy rất nhiều mặc dù có vệ máy rất kĩ xước dăm và mình sử dụng được 4 tháng, tróc sơn nhanh lởm chởm còn lại sử dụng rất ngon lâu lâu bị khựng nhẹ nhưng không đáng kể nếu tài chính tầm 17tr thì em này có i5 gen 13 + rtx 2050+ ram 16gb sẵn thì hợp lí rồi ngoại hình đẹp nhưng dễ trầy xước",Đã dùng khoảng 5 tháng
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Nguyễn Thị Hồng Mai,5,Con chị sử dụng cũng OK lắm.,Đã dùng khoảng 1 tuần
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Bùi Cát Vũ,5,"nút f5 trên máy là giảm độ sáng màn hình, làm sao chỉnh cho nó thành refresh lại ạ",Đã dùng khoảng 1 ngày
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Tân,4,"Khi ghim sạc vỏ máy bị rò điện, khi sờ tay vào có cảm giác bị tê tay. Vừa mua 25/02/2024, cái này do máy bị lỗi hay là máy nào cũng vậy ad.",Đã dùng khoảng 1 ngày
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Anh Ngô Vũ Việt Hoàng,4,Máy dùng ổn trong phân khúc nhưng Mình nghĩ nên bỏ cái balo đi. Vì cái balo là nguyên nhân gây xước máy ae ạ. Cái balo thiết kế nhìn chắc chắn nhưng phần đáy có 2 con ốc rất sắc cạnh. Mà không lót xốp ở đáy chỉ có 1 lớp vải mỏng nên khi để lap con ốc cọ vào gây xước và móp máy ae để ý nhé.,Đã dùng khoảng 3 tuần
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Lê Thị Song Hương,2,"Mới mua mà làm có cái excel đơn giản mà cũng lỗi , loa rè luôn",Đã dùng khoảng 1 tuần
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Nguyễn Thị Bích Chăm,4,Mới xài nên thấy ổn ok,Đã dùng khoảng 1 tuần
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,TRẦN THỊ TUỆ,3,Máy mình khi call video thì mở thêm tab youtube sẽ bị lọc mất nhạc nền. Chuyển tab màn hình trắng như zalo thì sẽ bị mờ mờ nhẹ rồi mới hiện rõ,Đã dùng khoảng 1 tháng
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Trần Tiến Đạt,5,"Rất tốt, nhân viên nhiệt tình, tư vấn các gói khuyến mãi và giảm giá...",Đã dùng khoảng 1 tuần
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Hữu,4,có ai dùng cpuz kiểm tra ram có hiển thị dual không mn minh ktra thì nó chỉ hiển thị 16gb không hiện gì khác thêm. mình mua laptop ngày 24/11,Đã dùng khoảng 2 ngày
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Đỗ Ngọc Uyên,5,dạ rất tốt cấu hình cũng rất mạnh mẽ mượt mà trong phân khúc ạ,Đã dùng khoảng 2 tuần
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Nghiệp,5,good,Đã dùng khoảng 5 ngày
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Ngô Ngọc Cường,5,"Máy build ngon, cứng cáp, cấu hình ổn, màn hình đẹp + trackpad to, nhiệt độ giới hạn ở 60 70 độ C nhưng game vẫn khoẻ.Vấn đề là, trên page TGDĐ ghi rằng còn hỗ trợ 1 khe SSD M.2 NVME Gen 4 nhưng khi mình mở ra check thì chỉ có Gen 3 thôi. Mong TGDĐ ghi rõ thông tin hơn lần sau.",Đã dùng khoảng 1 tuần
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Anh Chính,5,Tốt.,Đã dùng khoảng 1 ngày
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Lê Tất Lâm,4,,Đã dùng khoảng 1 tuần
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,A Hưng,4,,Đã dùng khoảng 1 tuần
Laptop Acer Gaming Aspire 5 A515 58GM 51LB i5 13420H/16GB/512GB/4GB RTX2050/Win11 (NX.KQ4SV.002),16.990.000₫,Anh Vũ,4,,Đã dùng khoảng 1 tuần
N/A,N/A,Binh,5,"Máy dùng ổn,khá nhanh so với giá Ngoại hình đẹp có nắp lưng bằng kim loại nhìn khá chắc.Dùng đc 1 thời gian,hết bh nên nâng cấp ram lên 16 cho thoải mái. Khuyến khích hs,sv hoặc nv văn phòng,coder như m dùng cũng đc.",Đã dùng khoảng 4 ngày
Laptop Acer Aspire 3 A315 510P 32EF i3 N305/8GB/256GB/Win11 (NX.KDHSV.001),8.790.000₫,Linh,4,Hàng của TGDĐ rất tên tâm sử dụng,Đã dùng khoảng 1 tuần
Laptop Acer Aspire 3 A315 510P 32EF i3 N305/8GB/256GB/Win11 (NX.KDHSV.001),8.790.000₫,Mai Tuấn Khoa,5,"Đẹp , hiệu năng tốt nmà màn 15.6 hơi to , 14inch sẽ dễ di chuyển hơn",Đã dùng khoảng 1 tuần
Laptop Acer Aspire 3 A315 510P 32EF i3 N305/8GB/256GB/Win11 (NX.KDHSV.001),8.790.000₫,Anh Hoan,3,may dep ma bat song hoi yeu nen tra lai thoi,Đã dùng khoảng 1 ngày
Laptop Acer Aspire 3 A315 510P 32EF i3 N305/8GB/256GB/Win11 (NX.KDHSV.001),8.790.000₫,Dương,4,Mượt mà xem phim nét loa to.ok,Đã dùng khoảng 1 tuần
Laptop Acer Aspire 3 A315 510P 32EF i3 N305/8GB/256GB/Win11 (NX.KDHSV.001),8.790.000₫,Anh Hiền,5,Ok,Đã dùng khoảng 1 tuần
Laptop Acer Aspire 3 A315 510P 32EF i3 N305/8GB/256GB/Win11 (NX.KDHSV.001),8.790.000₫,Nguyễn Hải Anh,5,Có cài được tiếng việt không,Đã dùng khoảng 1 ngày
Laptop Acer Aspire 3 A315 510P 32EF i3 N305/8GB/256GB/Win11 (NX.KDHSV.001),8.790.000₫,Anh Minh,3,"Chưa có trải nghiệm sâu, về pin, khởi động máy tốt",Đã dùng khoảng 1 tuần
Laptop Acer Aspire 3 A315 510P 32EF i3 N305/8GB/256GB/Win11 (NX.KDHSV.001),8.790.000₫,Minh,5,Nói chung hơn 8 củ mà con máy chơi liên minh ko dật lag là ok roài mình tin dùng acer trước h,Đã dùng khoảng 1 tuần
Laptop Acer Aspire 3 A315 510P 32EF i3 N305/8GB/256GB/Win11 (NX.KDHSV.001),8.790.000₫,Chị Kiều,5,Máy chiến game đã chơi đc genshin impact máy rất tốt,Đã dùng khoảng 1 tháng
Laptop Acer Aspire 3 A315 510P 32EF i3 N305/8GB/256GB/Win11 (NX.KDHSV.001),8.790.000₫,Đỗ Thị Nhung,5,Mình mới sử dụng đc 3 hôm về pin thấy hao nhanh nhưng đổi lại máy rất êm và dùng mượt ổn định.Xứng đáng với giá tiền bỏ ra,Đã dùng khoảng 1 ngày
Laptop Acer Aspire 3 A315 510P 32EF i3 N305/8GB/256GB/Win11 (NX.KDHSV.001),8.790.000₫,Anh Cường,5,Sản phẩm mình rất hài lòng,Đã dùng khoảng 1 tuần
Laptop Acer Aspire 3 A315 510P 32EF i3 N305/8GB/256GB/Win11 (NX.KDHSV.001),8.790.000₫,Phạm Thị Thu Trang,5,Tốt,Đã dùng khoảng 2 tháng
Laptop Acer Aspire 3 A315 510P 32EF i3 N305/8GB/256GB/Win11 (NX.KDHSV.001),8.790.000₫,Trần Ngọc Hậu,5,Tốt,Đã dùng khoảng 1 tuần
Laptop Acer Aspire 3 A315 510P 32EF i3 N305/8GB/256GB/Win11 (NX.KDHSV.001),8.790.000₫,VŨ THỊ THÚY,5,Máy mua về đang xài rất tot,Đã dùng khoảng 2 ngày
Laptop Acer Aspire 3 A315 510P 32EF i3 N305/8GB/256GB/Win11 (NX.KDHSV.001),8.790.000₫,Tình,3,Thời lượng pin. Mau hết pin kg quá 3h,Đã dùng khoảng 3 ngày
Laptop Acer Aspire 3 A315 510P 32EF i3 N305/8GB/256GB/Win11 (NX.KDHSV.001),8.790.000₫,Võ Văn Quốc,4,Laptop dùng êm . Window 11 bảo mật tốt,Đã dùng khoảng 1 ngày
Laptop Acer Aspire 3 A315 510P 32EF i3 N305/8GB/256GB/Win11 (NX.KDHSV.001),8.790.000₫,Trần Giang Nam,5,Lần đầu dùng khá ổnhơi tiếc vì không hỗ trợ tiếng việt,Đã dùng khoảng 1 ngày
Laptop Acer Aspire 3 A315 510P 32EF i3 N305/8GB/256GB/Win11 (NX.KDHSV.001),8.790.000₫,Anh Phong,4,,Đã dùng khoảng 2 tuần
Laptop Acer Aspire 3 A315 510P 32EF i3 N305/8GB/256GB/Win11 (NX.KDHSV.001),8.790.000₫,Lâm,5,,Đã dùng khoảng 4 tuần
Laptop Acer Aspire 3 A315 510P 32EF i3 N305/8GB/256GB/Win11 (NX.KDHSV.001),8.790.000₫,Nguyễn Thị Tranh,4,,Đã dùng khoảng 1 tuần
N/A,N/A,Phạm Long,5,"Cấu Hình mạnh mẽ, ai cần loa lớn thì mua thêm loa mới ok ,phím dễ gõ.",Đã dùng khoảng 3 tuần
N/A,N/A,Huỳnh Quốc Minh,5,"Náy tốt, ngon",Đã dùng khoảng 2 tuần
N/A,N/A,Thân Văn Nhật,1,"Máy hệ thống báo tấm nền ips , thế mà về lại là tấm nền TN, hoang mang khi mua hàng tgdd",Đã dùng khoảng 2 tuần
N/A,N/A,Trương Thị Ngọc Duyên,3,Bàn phím số nhập bị nhảy double,Đã dùng khoảng 1 tuần
Laptop Acer Gaming Nitro 5 Tiger AN515 58 52SP i5 12500H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.001),19.990.000₫,Trương Phú Thịnh,5,Xịn nha . máy mát . giá ok,Đã dùng khoảng 1 tuần
Laptop Acer Gaming Nitro 5 Tiger AN515 58 52SP i5 12500H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.001),19.990.000₫,Anh Hiển,1,Vừa mua về đã hỏng.,Đã dùng khoảng 1 tuần
Laptop Acer Gaming Nitro 5 Tiger AN515 58 52SP i5 12500H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.001),19.990.000₫,Nguyễn Anh Khoa,5,Một thời mê laptop gaming,Đã dùng khoảng 1 tuần
Laptop Acer Gaming Nitro 5 Tiger AN515 58 52SP i5 12500H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.001),19.990.000₫,Lê Văn Mải,5,Tốt,N/A
Laptop Acer Gaming Nitro 5 Tiger AN515 58 52SP i5 12500H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.001),19.990.000₫,Nguyễn Thiện Phúc,4,Máy chạy nhanh ổn định tuy nhiên máy vẫn còn một số lỗi hk đáng kể chạy nhưng tác vụ nặng thì máy hơi chậm và đứng hình không đáng kể nếu nâng cấp ram và SSD lên thì máy chạy tuyệt vời,Đã dùng khoảng 1 tuần
Laptop Acer Gaming Nitro 5 Tiger AN515 58 52SP i5 12500H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.001),19.990.000₫,Ngọc Nam,5,"Rất tốt rất khỏe sự bùng nổ của 4 năm đại học luôn 
Nhưng RTX hơi ồn",Đã dùng khoảng 1 tuần
Laptop Acer Gaming Nitro 5 Tiger AN515 58 52SP i5 12500H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.001),19.990.000₫,Vu Hai Nam,5,Sản phẩm dùng tốt mượt,Đã dùng khoảng 1 tuần
Laptop Acer Gaming Nitro 5 Tiger AN515 58 52SP i5 12500H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.001),19.990.000₫,Anh Ma Việt,4,Hiệu năng của máy rất tốt nhưng pin hơi yếu,Đã dùng khoảng 1 tuần
Laptop Acer Gaming Nitro 5 Tiger AN515 58 52SP i5 12500H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.001),19.990.000₫,Vũ Nhật Thiện,3,BTG,Đã dùng khoảng 1 tuần
Laptop Acer Gaming Nitro 5 Tiger AN515 58 52SP i5 12500H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.001),19.990.000₫,Đoàn Trần Tiến Trí,5,"Nhân viên tư vấn rất tốt, sản phẩm đúng như mô tả",Đã dùng khoảng 1 ngày
Laptop Acer Gaming Nitro 5 Tiger AN515 58 52SP i5 12500H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.001),19.990.000₫,Dao Trong Anh Hung,5,Ok,Đã dùng khoảng 1 tuần
Laptop Acer Gaming Nitro 5 Tiger AN515 58 52SP i5 12500H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.001),19.990.000₫,Em Sĩ,5,10 điểm,Đã dùng khoảng 1 ngày
Laptop Acer Gaming Nitro 5 Tiger AN515 58 52SP i5 12500H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.001),19.990.000₫,Phan Van Tấn,3,Máy mua 1 tháng dùng rất hay tự động mất wifi . Máy nhanh nóng phải bật chế độ tản nhiệt công xuất max liên tục rất ồn và hao điện . Bàn phím bấm mới 1 tháng mà đã tróc sơn,Đã dùng khoảng 1 tháng
Laptop Acer Gaming Nitro 5 Tiger AN515 58 52SP i5 12500H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.001),19.990.000₫,E Hiếu,5,Tốt,Đã dùng khoảng 1 tuần
Laptop Acer Gaming Nitro 5 Tiger AN515 58 52SP i5 12500H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.001),19.990.000₫,Trương Tuấn Linh,4,"Sản phẩm khá ổn , đặt hàng và giao hàng nhanh",Đã dùng khoảng 1 ngày
Laptop Acer Gaming Nitro 5 Tiger AN515 58 52SP i5 12500H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.001),19.990.000₫,Hoàng Xuân Quang,5,,Đã dùng khoảng 1 tháng
Laptop Acer Gaming Nitro 5 Tiger AN515 58 52SP i5 12500H/8GB/512GB/4GB RTX3050/144Hz/Win11 (NH.QFHSV.001),19.990.000₫,Đạt,5,,Đã dùng khoảng 1 năm
